NAME,Median Age by Sex,Total Population,White,Black/African American,American Indian/Alaskan,Asian,Hawaiian/Pacific Islander,Some Other Race,Two or More Races,Male,Female,Never Married,Now Married,Widowed,Divorced,"12th Grade, No Diploma",High School Diploma,GED,Some College <1 Year,Some College >1 Year,Associate's Degree,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate,Median Income,Population Below Poverty Line,Disabled Population,Total Income 10k(%),Total Income 10k-15k(%),Total Income 15k-25k(%),Total Income 25k-35k(%),Total Income 35k-50(%),Total Income 50k-75k(%),Total Income 75k-100k(%),Total Income 100k-150k(%),Total Income 150k-200k(%),Total Income >200k(%),Income Category,Poverty Rate (%),Poverty Rate Classification,Total Degrees,Degree Percentage (%),Degree Attainment,POC Population (%),POC Population Category,White Population (%),Black/African American Population (%),Asian Population (%),Hawaiian/Pacific Islander Population (%),American Indian/Alaskan Population (%),Some Other Race Population (%),Two or More Races Population (%),Disabled Population (%),Disabled Population Category,state,county
"Lincoln County, Tennessee",43.2,35365,30655,2199,43,235,0,536,1697,17436,17929,18698,10539,2564,3947,317,9403,1442,1321,2908,1958,2881,1453,299,152,61374,4147,5761,7,4.9,7.7,7.8,13,19.5,11.9,16.5,8.4,3.3,Medium,11.726283048211508,Low Poverty,4785,13.530326594090203,Low Degree Attainment,13.318252509543335,Medium,86.68174749045666,6.218012158914181,0.6644987982468542,0,0.1215891418068712,1.5156227908949527,4.798529619680475,16.290117347660114,Medium,47,103
"Loudon County, Tennessee",48.5,55507,49891,773,75,550,0,730,3488,27335,28172,29454,18486,3728,5006,690,10670,2159,2504,5981,3143,7356,3602,281,425,75008,6519,7717,4.5,2.4,6.6,9,14.4,13.1,15.2,19.3,6.2,9.3,High,11.744464662114689,Low Poverty,11664,21.013565856558632,Medium Degree Attainment,10.117642819824527,Medium,89.88235718017548,1.392617147386816,0.9908660168987695,0,0.13511809321346857,1.3151494406110942,6.283892121714378,13.902751004377825,Low,47,105
"McMinn County, Tennessee",42.3,53532,48210,1864,59,421,0,444,2534,26262,27270,28384,16816,3327,6266,823,10650,3832,2892,5081,3541,4266,1502,542,250,57982,7109,10105,5.3,5.7,7.9,9.2,15.5,19.9,12.1,14.9,5.8,3.7,Medium,13.279907345139355,Low Poverty,6560,12.254352536800418,Low Degree Attainment,9.941717103788388,Low,90.05828289621162,3.482029440334753,0.7864454905477097,0,0.110214451,0.829410446,4.733617276,18.876559814690278,Medium,47,107
"McNairy County, Tennessee",42.9,25895,23515,1521,67,146,0,139,507,12747,13148,13882,7667,1952,3080,300,7193,1522,1033,2544,1394,1202,809,51,33,46920,4263,4200,4.3,6.8,15.2,12.4,14.5,17.2,12.8,9.5,3.5,3.7,Low,16.462637574821397,Low Poverty,2095,8.090364935315698,Low Degree Attainment,9.190963506,Low,90.80903649353156,5.873720795520371,0.5638154083799961,0,0.2587372079552037,0.5367831627727361,1.9579069318401237,16.219347364356054,Medium,47,109
"Macon County, Tennessee",39.1,25365,23262,178,21,97,0,362,1445,12408,12957,12874,7926,1480,2457,904,6069,1899,1426,1089,1024,1091,357,190,29,51215,4123,4341,5.6,4.7,11.3,9.6,18,17.4,13,12.3,5.3,2.8,Low,16.254681647940075,Low Poverty,1667,6.572048097772522,Low Degree Attainment,8.290952099349497,Low,91.7090479,0.7017543859649122,0.3824167159471713,0,0.082791248,1.427163414153361,5.696826335501676,17.114133648728565,Medium,47,111
"Madison County, Tennessee",38.4,98644,55026,36681,138,998,64,2601,3136,47371,51273,56889,32550,4911,9554,1233,18515,3923,5759,9271,4887,10415,4668,1243,913,55280,17188,16146,6.2,6.9,9.5,9.9,12.5,17.8,12.8,15,4.6,4.7,Medium,17.42427314383034,Low Poverty,17239,17.475974210291554,Medium Degree Attainment,44.15271075787681,High,55.78240947244637,37.18523174242732,1.011718908397875,0.06487977,0.13989700336563804,2.636754389521917,3.1791087141640646,16.36794939377965,Medium,47,113
"Marion County, Tennessee",43.6,28852,26560,838,22,149,0,235,1048,14330,14522,15361,9082,1955,3213,556,6588,1238,1550,2688,1532,1922,966,210,36,58139,4642,6157,6.2,6.2,9.4,9.2,12.7,19.9,14.1,11.8,7.7,2.7,Medium,16.089005961458476,Low Poverty,3134,10.862331900734784,Low Degree Attainment,7.9439900180230145,Low,92.05600998197698,2.904478025786774,0.5164286704561208,0,0.076251213,0.8145015943435464,3.6323305143490923,21.339941771800916,Medium,47,115
"Marshall County, Tennessee",39.3,34567,30960,1629,112,204,0,408,1254,17114,17453,18075,11008,1749,3851,398,7451,1279,2126,2949,2263,3399,1145,282,85,65325,5302,4110,4.1,4,7.6,8,15.2,17,18.5,14.3,6.5,4.7,Medium,15.338328463563514,Low Poverty,4911,14.207191830358434,Low Degree Attainment,10.434807764631007,Medium,89.56519224,4.712587149593543,0.5901582434113462,0,0.3240084473630919,1.1803164868226923,3.6277374374403335,11.889952845199177,Low,47,117
"Maury County, Tennessee",39.4,102002,82838,11082,329,890,8,744,6111,49972,52030,54724,33379,5483,9407,678,19770,3609,4730,11085,7590,12487,4380,1010,468,71500,8938,11733,4,2.7,7.3,7.1,13.5,17.6,16.2,16.5,8.1,7.1,High,8.762573282876806,Low Poverty,18345,17.984941471735848,Medium Degree Attainment,18.780023921099588,Medium,81.21213309542951,10.864492853081313,0.8725319111389972,0.007842983,0.3225426952412698,0.7293974627948472,5.991058999,11.502715633026805,Low,47,119
"Meigs County, Tennessee",45.5,12839,11708,306,7,67,0,57,694,6352,6487,6586,3795,906,1624,175,3140,832,742,1307,562,680,276,79,37,59434,1964,2792,5.5,5.9,13.7,4.9,13,22.4,16.5,10.2,5.3,2.3,Medium,15.297141521925383,Low Poverty,1072,8.349559934574344,Low Degree Attainment,8.809097282,Low,91.19090271828024,2.383363190279617,0.5218474959108965,0,0.05452138,0.4439598099540463,5.405405405405405,21.74624191915258,Medium,47,121
"Monroe County, Tennessee",44.6,46489,41740,858,65,194,0,685,2947,23143,23346,24762,14350,3038,5485,621,10419,3219,2697,4465,2692,3581,1007,343,302,52123,7235,10357,5.2,7.2,13.3,9.8,12.6,16.6,16,13.8,3.4,2.1,Medium,15.562821312568564,Low Poverty,5233,11.256426251371291,Low Degree Attainment,10.215319753059864,Medium,89.78468024694014,1.8455978833702598,0.4173030179182172,0,0.13981802146744393,1.4734668416184473,6.339133988685496,22.27838844,Medium,47,123
"Montgomery County, Tennessee",31.4,222305,145652,44841,890,5369,776,5386,19391,111312,110993,114521,69365,7813,20473,2066,32104,5356,11189,22973,16401,26757,11880,1753,1502,67890,25950,32401,5,2.8,6,8.5,12.9,19.3,16,18.4,6.3,4.9,Medium,11.673151750972762,Low Poverty,41892,18.844380468275567,Medium Degree Attainment,34.131935853894426,High,65.51899417466993,20.170936326218484,2.4151503564922066,0.3490699714356402,0.4003508693011853,2.422797507928297,8.722700793954253,14.57502080475023,Low,47,125
"Moore County, Tennessee",46.4,6558,6065,240,33,60,1,21,138,3270,3288,3446,2267,445,580,92,1591,285,224,471,444,731,159,90,129,69250,640,1016,4.8,3.5,7.2,12.7,7.9,17.9,16.2,15.4,8.2,6.3,Medium,9.759072888075632,Low Poverty,1109,16.91064348886856,Medium Degree Attainment,7.502287282708142,Low,92.48246416590425,3.6596523330283626,0.9149130832570906,0.015248551387618176,0.5032021957913998,0.32021957913998167,2.104300091491308,15.492528209820067,Medium,47,127
"Morgan County, Tennessee",41.6,21124,19222,1037,54,42,12,147,610,11580,9544,11415,6415,1395,2346,332,4916,1766,1118,1596,1159,1123,675,51,59,51971,3897,4379,4.9,6.5,10.4,11.1,15.6,16.7,14.2,12.6,4.9,3,Medium,18.44821056618065,Low Poverty,1908,9.032380231016852,Low Degree Attainment,8.947169096761977,Low,90.99602348040145,4.909108123461466,0.1988259799280439,0.056807423,0.2556334027646279,0.6958909297481538,2.887710660859686,20.729975383450107,Medium,47,129
"Obion County, Tennessee",42.3,30670,25083,3235,42,67,27,419,1797,14956,15714,16152,9931,2237,3351,414,8095,1688,1414,2408,1029,2351,1136,127,114,50638,4867,6872,6.1,6.4,12.1,10,14.6,19.5,14,10.3,4.3,2.7,Low,15.86892729,Low Poverty,3728,12.155200521682426,Low Degree Attainment,18.12846429735898,Medium,81.78350179328334,10.547766547114444,0.2184545158134985,0.088033909,0.13694163677861101,1.3661558526247148,5.859145745027714,22.40626018910988,Medium,47,131
"Overton County, Tennessee",43.1,22576,21731,283,32,57,9,15,449,11305,11271,11816,7248,1434,2550,318,6201,1055,871,1986,788,1427,591,93,105,46580,3840,3856,7.5,7.9,10.4,12.4,13.5,15.4,13.1,9.9,4.6,5.3,Low,17.00921332388377,Low Poverty,2216,9.815733522324592,Low Degree Attainment,3.7030474840538625,Low,96.25708717221828,1.2535435861091424,0.25248051027639973,0.039865344,0.14174344436569808,0.06644224,1.988837703756201,17.08008504606662,Medium,47,133
"Perry County, Tennessee",42.8,8432,7700,30,44,186,0,52,420,4197,4235,4482,2818,487,555,150,2173,457,248,661,475,410,197,0,14,55978,1172,1549,6.1,4.3,13.1,7.7,14.5,23.4,11.9,13.5,2.5,3.1,Medium,13.899430740037952,Low Poverty,621,7.364800759013283,Low Degree Attainment,8.681214421252372,Low,91.31878557874764,0.3557874762808349,2.2058823529411766,0,0.5218216318785579,0.6166982922201139,4.981024667931689,18.370493358633777,Medium,47,135
"Pickett County, Tennessee",51.1,5042,4832,14,0,0,0,29,167,2510,2532,2595,1594,471,497,77,1233,242,426,316,179,449,119,100,21,44317,1043,1327,8.9,14.1,10.8,7.5,12.9,22.6,8.6,9.1,1.3,4.1,Low,20.686235620785403,High Poverty,689,13.665212217374059,Low Degree Attainment,4.165013883379611,Low,95.83498611662039,0.2776675922253074,0,0,0,0.5751685838952797,3.3121777072590244,26.31892106307021,High,47,137
"Polk County, Tennessee",46.3,17620,16164,72,51,37,0,108,1188,8836,8784,9316,5741,1088,1952,166,3624,1274,1071,1701,1532,1062,418,126,111,53775,2222,3785,6.6,6.6,9.4,9.7,15,16.4,12.4,13.6,4.7,5.5,Medium,12.61066969353008,Low Poverty,1717,9.744608399545971,Low Degree Attainment,8.263337116912599,Low,91.73666288,0.40862656072644726,0.20998864926220204,0,0.28944381384790013,0.6129398410896708,6.7423382519863795,21.481271282633372,Medium,47,139
"Putnam County, Tennessee",36.3,80157,71995,1782,166,841,0,1740,3633,39887,40270,46018,26310,3996,7358,834,14245,3709,3330,7419,3152,8994,3421,771,1061,54371,12497,11017,6.5,5.2,11.5,8.8,13.8,19.2,12,13,5.5,4.4,Medium,15.590653342814726,Low Poverty,14247,17.773868782514317,Medium Degree Attainment,10.182516810758885,Medium,89.81748318924112,2.2231370934540964,1.0491909627356313,0,0.20709357885150392,2.1707399229013062,4.532355252816348,13.744276856668789,Low,47,141
"Rhea County, Tennessee",40.9,33031,29883,568,33,312,0,770,1465,16691,16340,17320,10058,1853,3860,205,7163,2078,1583,2902,1399,2666,1028,89,124,55568,5055,7051,5.3,5.3,8.7,10.1,13.1,21.6,14.7,12.4,5.3,3.3,Medium,15.303805516030398,Low Poverty,3907,11.828282522478883,Low Degree Attainment,9.530441100784111,Low,90.46955889921588,1.7195967424540584,0.9445672247282856,0,0.099906149,2.331143471284551,4.435227513547879,21.34661378704853,Medium,47,143
"Roane County, Tennessee",47.4,53777,49424,1450,217,354,17,187,2128,26388,27389,28902,16595,4285,6448,952,11820,2936,2959,5633,3723,5161,2506,582,464,66460,6466,9917,4.2,5.6,10.4,7.1,13.2,15.5,13.7,17.4,6.4,6.5,Medium,12.023727615895272,Low Poverty,8713,16.202093831935585,Medium Degree Attainment,8.062926529929152,Low,91.90546144262417,2.696319988099001,0.6582739833014114,0.031612027446677946,0.4035182327017126,0.34773230191345744,3.957082023913569,18.440969187570893,Medium,47,145
"Robertson County, Tennessee",39.4,73297,61202,5263,133,524,2,3115,3058,36439,36858,38108,23647,3281,7170,836,16688,3046,3564,6657,4066,7875,2027,438,271,74440,7470,9969,3,3.6,6,7,12.8,18,15.8,19.6,7.9,6.3,High,10.191413018268141,Low Poverty,10611,14.476718010286916,Low Degree Attainment,16.498628866120033,Medium,83.49864250924321,7.1803757316124805,0.7148996548289834,0.002728625,0.18145353834399772,4.249832871740999,4.172067069593571,13.600829501889573,Low,47,147
"Rutherford County, Tennessee",34,343727,244580,52366,498,12520,452,10210,23101,169927,173800,190724,114670,12171,26968,3143,51127,9670,16482,33912,18084,50052,16870,2794,3049,78291,33248,37854,3.1,2.2,5,6.3,12.4,18.6,16.2,20,9.8,6.4,High,9.672792652308372,Low Poverty,72765,21.169416426408166,Medium Degree Attainment,28.71319390097374,High,71.15530639140945,15.234764798808357,3.6424255295627055,0.13149970761680052,0.14488242122382006,2.970380563644986,6.720740588,11.012809584350371,Low,47,149
"Scott County, Tennessee",40.7,21917,21243,71,38,85,4,69,407,10903,11014,11277,7040,1075,2636,355,5731,1122,664,1945,1000,920,445,80,84,39744,5499,5770,7,9.4,14.2,15,14.7,18.7,9.1,7.7,2.5,1.6,Low,25.090112697905738,High Poverty,1529,6.9763197517908475,Low Degree Attainment,3.056987726422412,Low,96.92476160058402,0.32394944563580785,0.38782680111329104,0.018250672993566638,0.17338139343888306,0.31482410913902453,1.8570059770954055,26.326595793219877,High,47,151
"Sequatchie County, Tennessee",44.4,16065,15155,85,59,44,12,352,358,8232,7833,8701,5044,918,1532,196,3538,931,755,1579,801,1418,457,126,159,53038,3520,3392,5.6,6.5,12.4,10.9,12.7,18.2,13.6,12,4.8,3.3,Medium,21.910986616868968,High Poverty,2160,13.445378151260504,Low Degree Attainment,5.589791472144413,Low,94.33551198257081,0.5291005291005291,0.27388733271086213,0.074696545,0.36725801431683786,2.191098661686897,2.228446934329287,21.114223467164646,Medium,47,153
"Sevier County, Tennessee",43.9,98455,89260,924,194,1202,35,2871,3969,48685,49770,52796,32101,5667,10569,1680,21525,4009,5632,10876,5959,9547,2916,1407,422,60103,12864,16925,4.4,3.8,9.9,9,14.6,19.1,13.7,14.8,5.4,5.2,Medium,13.065867655273983,Low Poverty,14292,14.516276471484435,Low Degree Attainment,9.303742826672083,Low,90.66070793763649,0.9384998222538216,1.2208623228886293,0.035549236,0.19704433497536944,2.9160530191458025,4.0312833274084605,17.190594687928495,Medium,47,155
"Shelby County, Tennessee",35.9,926440,339650,498214,2192,26723,371,28505,30785,441579,484861,539380,315027,40843,77497,12954,145780,22697,31812,100644,40162,123239,59169,14812,9157,59621,164861,116369,7.3,5.1,8.7,8.8,12.7,16.6,11.3,14.3,6.4,8.6,Medium,17.795108155951816,Low Poverty,206377,22.276348171495187,Medium Degree Attainment,63.29810889,High,36.66184534346531,53.77725486809724,2.8844825352964034,0.040045767,0.23660463710547902,3.0768317430162773,3.3229351064289108,12.560878200423126,Low,47,157
"Smith County, Tennessee",40.5,20034,18259,377,24,90,0,269,1015,10162,9872,10387,6403,1042,2089,317,5029,924,1179,1655,980,1607,601,82,77,57677,2950,3373,6.1,4.4,9.5,7.5,14,20.7,12.1,15.6,5.1,4.9,Medium,14.724967555156235,Low Poverty,2367,11.814914645103325,Low Degree Attainment,8.859938105221124,Low,91.14006189477888,1.881800938404712,0.44923629829290207,0,0.11979634621144056,1.3427173804532295,5.066387142,16.836378157132874,Medium,47,159
"Stewart County, Tennessee",44.3,13724,12689,101,20,75,103,62,674,6784,6940,7078,3937,1092,1504,217,3742,699,820,954,754,1177,299,107,49,57257,1547,2503,6,3.3,11.4,8,14.2,19.3,15.1,16.2,3.1,3.4,Medium,11.272223841445642,Low Poverty,1632,11.891576799766831,Low Degree Attainment,6.791023025357039,Low,92.45846691926552,0.735937045,0.5464879044010493,0.750510055,0.1457301078402798,0.45176333430486737,4.911104634,18.23812299621102,Medium,47,161
"Sullivan County, Tennessee",45.2,158722,147979,3156,254,1225,12,1267,4829,77767,80955,87555,49338,11239,19921,1659,30113,8046,7050,16395,11565,20213,7019,1680,1638,54357,23761,29452,5,5.6,10.9,10.1,15.2,16.9,12,13.5,5.4,5.4,Medium,14.970199468252668,Low Poverty,30550,19.247489320951097,Medium Degree Attainment,6.760877509103969,Low,93.23156210229206,1.9883822028452265,0.7717896699890374,0.007560389,0.16002822545078818,0.7982510301029472,3.042426380715969,18.555713763687454,Medium,47,163
"Sumner County, Tennessee",39.8,196845,162426,16573,287,3068,159,4884,9448,96687,100158,104465,63616,9659,18958,2352,32845,6813,11886,18051,12040,28742,10058,1951,1657,81883,18315,25176,3.5,2.5,6.4,6.8,10,16.7,14.6,20.9,9.9,8.8,High,9.304274937133277,Low Poverty,42408,21.543854301607865,Medium Degree Attainment,17.404556884858646,Medium,82.5146689,8.419314689222485,1.5585867052757245,0.080774213,0.14579999491986081,2.4811399832355407,4.799715512205034,12.789758439381238,Low,47,165
"Tipton County, Tennessee",38.4,61116,46532,11312,108,341,0,560,2263,30274,30842,32465,20073,3107,5092,621,11794,3064,3297,6386,4100,5128,2299,440,239,70674,6509,10728,5.2,3.8,5.9,7.3,12.9,17.9,15.2,18.8,7.4,5.5,High,10.65023888997971,Low Poverty,8106,13.263302572157865,Low Degree Attainment,23.86281824726749,High,76.13718175,18.509064729367104,0.5579553635709144,0,0.17671313567641864,0.9162903331369854,3.702794685516068,17.55350481052425,Medium,47,167
"Trousdale County, Tennessee",34.6,11596,9524,1368,47,20,0,186,451,7204,4392,6520,3160,445,1667,152,2946,1171,765,940,556,452,214,98,53,62018,1044,1111,2.8,1.7,13.5,10.8,13,24.3,6.9,20.8,3,3.3,Medium,9.003104518799585,Low Poverty,817,7.045532942393928,Low Degree Attainment,17.86823042428424,Medium,82.13176957571577,11.797171438427045,0.17247326664367024,0,0.4053121766126251,1.6040013797861332,3.8892721628147635,9.580889962055881,Low,47,169
"Unicoi County, Tennessee",47.4,17845,16788,53,65,27,0,319,593,9004,8841,9588,5492,1017,2381,117,3851,1188,1073,2317,975,1538,537,152,63,49855,2880,3876,8.6,5.1,13.1,10.7,12.6,17.8,11.7,13.4,3.7,3.3,Low,16.13897450266181,Low Poverty,2290,12.83272625385262,Low Degree Attainment,5.923227794900533,Low,94.07677220509947,0.2970019613337069,0.15130288596245448,0,0.36424768842813116,1.7876155785934438,3.323059680582796,21.72036985149902,Medium,47,171
"Union County, Tennessee",42.6,19860,18994,109,0,5,0,63,689,9880,9980,10416,6254,1144,2295,347,4974,988,1028,1298,1175,989,613,203,35,57094,3110,4314,4.7,6.4,10.6,7.9,16.7,18.6,12.6,13.8,4.6,4.1,Medium,15.659617321248742,Low Poverty,1840,9.264853977844915,Low Degree Attainment,4.360523665659617,Low,95.63947633434037,0.5488418932527694,0.025176233635448138,0,0,0.31722054380664655,3.4692849949647533,21.72205438066465,Medium,47,173
"Van Buren County, Tennessee",47.4,6182,5882,8,26,14,0,25,227,3113,3069,3256,1817,317,928,148,1722,459,196,515,337,265,94,52,57,44730,1012,1537,8.1,7.3,9.4,15.2,12.6,16.8,9.8,14.5,5.3,0.9,Low,16.370106761565836,Low Poverty,468,7.570365577483015,Low Degree Attainment,4.852798447104497,Low,95.14720155,0.12940795858945325,0.2264639275315432,0,0.42057586541572306,0.4043998705920414,3.671950824975736,24.862504043998708,Medium,47,175
"Warren County, Tennessee",40.3,41163,35577,1145,139,176,22,1678,2426,20595,20568,21539,12034,2568,5163,781,10581,2838,1505,2972,1843,2746,918,106,179,52948,6818,7694,5.7,5.2,12.3,9.9,14.1,22.1,13.4,10.6,4.2,2.6,Medium,16.563418604086195,Low Poverty,3949,9.593567038359692,Low Degree Attainment,13.516993416417655,Medium,86.42956052765834,2.7816242742268544,0.42756844739207545,0.053446056,0.337681899,4.076476447294901,5.8936423487112215,18.691543376333115,Medium,47,177
"Washington County, Tennessee",40.1,133282,118530,4931,261,2094,0,1677,5789,65800,67482,76315,46344,7182,12802,981,21712,4472,6262,13410,6765,17509,8347,2569,2028,58507,20237,21733,6,6.3,9.6,8.6,13,17.8,12.3,13.8,6.2,6.4,Medium,15.183595684338469,Low Poverty,30453,22.848546690475832,Medium Degree Attainment,11.068261280593028,Medium,88.93173871940697,3.699674374634234,1.571104875,0,0.19582539277621883,1.258234420251797,4.343422217553758,16.306027820710973,Medium,47,179
"Wayne County, Tennessee",44.3,16325,14645,786,15,22,24,127,706,9121,7204,8966,4843,1252,2051,241,4281,1157,898,1460,773,1024,385,35,41,49360,2837,2801,8.6,6.2,12.4,8.7,14.7,14.9,16.9,10.8,4.6,2.3,Low,17.37825421133231,Low Poverty,1485,9.096477794793262,Low Degree Attainment,10.143950995405818,Medium,89.70903522205207,4.814701378254211,0.13476263399693722,0.1470137825421133,0.091883614,0.777947933,4.324655436447166,17.157733537519142,Medium,47,181
"Weakley County, Tennessee",37.9,32946,28807,2593,130,390,18,196,812,16288,16658,19132,10755,2015,3343,233,7219,2369,1111,2506,1034,2657,1143,120,327,47769,5796,6460,7.3,5.9,10.8,13,15.7,17.4,13.7,10.1,3.5,2.7,Low,17.59242396649062,Low Poverty,4247,12.890790991319129,Low Degree Attainment,12.508346992047592,Medium,87.43701815091362,7.870454683421356,1.1837552358404664,0.054634857,0.3945850786134887,0.5949128877557215,2.4646391064165605,19.607843137254903,Medium,47,183
"White County, Tennessee",43,27420,25788,494,99,95,65,149,730,13376,14044,14393,8179,2036,3412,463,6400,1363,1621,2343,1519,1742,564,193,130,48220,4605,4515,4.1,7.8,10.5,12.2,16.9,17.1,15.9,10.3,2.6,2.6,Low,16.794310722100654,Low Poverty,2629,9.587892049598832,Low Degree Attainment,5.714806710430343,Low,94.04814004376367,1.8016046681254556,0.3464624361779723,0.23705324580598103,0.3610503282275711,0.5433989788475565,2.662290299051787,16.466083150984684,Medium,47,185
"Williamson County, Tennessee",40,248897,210242,9729,497,12808,59,2660,12902,123066,125831,124740,88719,7891,14131,1612,19360,2768,7638,15103,10645,63976,26533,6388,4170,125943,10337,18151,2,1.3,3.2,3.2,6.5,11.6,11,20.3,14,27.1,Very High,4.1531235812404335,Low Poverty,101067,40.60595346669506,High Degree Attainment,15.506816072511922,Medium,84.46947934,3.908845827792219,5.145903727244603,0.023704584627375982,0.19968099253908242,1.0687151713359342,5.183670353600084,7.29257484,Low,47,187
"Wilson County, Tennessee",40,149096,124995,10464,193,2810,0,3357,7277,73809,75287,77706,48980,6723,13224,1250,24217,5420,7350,12483,8280,25090,9858,1471,1245,89462,12172,18911,3.7,2.4,4.5,5.8,9.2,15.8,14.2,22.1,11.1,11.2,High,8.163867575253528,Low Poverty,37664,25.261576433975424,High Degree Attainment,16.164752910876214,Medium,83.83524708912378,7.018296936202178,1.8846917422331921,0,0.12944679937758224,2.2515694586038526,4.880747974459409,12.683774212587862,Low,47,189
