"","Age_Category","Marriage_Category","POC Population Category","Poverty Rate Classification","Disabled Population Category"
"2967","Older Adult","No Marriages","Low","Low Poverty","Medium"
"2968","Adult","Many Marriages","High","Low Poverty","Low"
"2969","Mature Adult","Many Marriages","Medium","Low Poverty","Medium"
"2970","Mature Adult","Many Marriages","Medium","Low Poverty","Low"
"2971","Senior","Median Marriages","Medium","Low Poverty","Medium"
"2972","Mature Adult","High Marriages","High","Low Poverty","Low"
"2973","Mature Adult","Many Marriages","High","Low Poverty","Low"
"2974","Mature Adult","Median Marriages","Medium","Low Poverty","Low"
"2975","Older Adult","Low Marriages","Medium","Low Poverty","Medium"
"2976","Mature Adult","Many Marriages","Medium","Low Poverty","Medium"
"2977","Older Adult","Few Marriages","Low","Low Poverty","Medium"
"2978","Older Adult","Many Marriages","Medium","Low Poverty","Medium"
"2979","Mature Adult","Median Marriages","High","Low Poverty","Medium"
"2980","Older Adult","Low Marriages","Medium","Low Poverty","Medium"
"2981","Older Adult","Few Marriages","Medium","Low Poverty","Medium"
"2982","Mature Adult","High Marriages","High","Low Poverty","Low"
"2983","Senior","Low Marriages","Medium","Low Poverty","Low"
"2984","Mature Adult","Many Marriages","High","Low Poverty","Low"
"2985","Older Adult","Few Marriages","Medium","Low Poverty","Low"
"2986","Mature Adult","High Marriages","High","Low Poverty","Low"
"2987","Mature Adult","High Marriages","Medium","Low Poverty","Medium"
"2988","Older Adult","Median Marriages","Medium","Low Poverty","Medium"
"2989","Mature Adult","Many Marriages","High","Low Poverty","Low"
"2990","Senior","No Marriages","Medium","Low Poverty","Medium"
"2991","Mature Adult","Many Marriages","High","Low Poverty","Low"
"2992","Mature Adult","Many Marriages","Medium","Low Poverty","Low"
"2993","Young","Median Marriages","High","High Poverty","Low"
"2994","Adult","Many Marriages","High","Low Poverty","Low"
"2995","Mature Adult","Few Marriages","Low","High Poverty","Medium"
"2996","Mature Adult","Many Marriages","Medium","Low Poverty","Low"
"2997","Mature Adult","Low Marriages","Low","Low Poverty","Medium"
"2998","Older Adult","Few Marriages","Medium","Low Poverty","Medium"
"2999","Older Adult","Low Marriages","Low","Low Poverty","Medium"
"3000","Mature Adult","Many Marriages","Low","Low Poverty","Medium"
"3001","Older Adult","Few Marriages","Low","High Poverty","Medium"
"3002","Older Adult","Few Marriages","Low","High Poverty","Medium"
"3003","Older Adult","Few Marriages","Low","Low Poverty","Medium"
"3004","Mature Adult","Median Marriages","Low","High Poverty","Medium"
"3005","Mature Adult","Few Marriages","Medium","Low Poverty","Low"
"3006","Older Adult","Few Marriages","Low","Low Poverty","Low"
"3007","Older Adult","Median Marriages","Low","Low Poverty","Medium"
"3008","Older Adult","Low Marriages","Low","Low Poverty","High"
"3009","Older Adult","Median Marriages","Low","Low Poverty","Medium"
"3010","Older Adult","Few Marriages","Low","Low Poverty","Medium"
"3011","Mature Adult","Median Marriages","Low","Low Poverty","Medium"
"3012","Mature Adult","Median Marriages","Low","Low Poverty","Medium"
"3013","Mature Adult","Median Marriages","Medium","Low Poverty","Low"
"3014","Mature Adult","Many Marriages","Medium","Low Poverty","Medium"
"3015","Mature Adult","Few Marriages","Low","Low Poverty","Medium"
"3016","Mature Adult","Low Marriages","Low","Low Poverty","High"
"3017","Mature Adult","Median Marriages","Low","High Poverty","High"
"3018","Older Adult","Few Marriages","Medium","High Poverty","High"
"3019","Mature Adult","Median Marriages","Low","Low Poverty","Medium"
"3020","Older Adult","Median Marriages","Low","Low Poverty","Medium"
"3021","Mature Adult","Median Marriages","Low","Low Poverty","Medium"
"3022","Mature Adult","Median Marriages","Medium","Low Poverty","Medium"
"3023","Mature Adult","Median Marriages","Low","Low Poverty","Medium"
"3024","Mature Adult","Low Marriages","Low","High Poverty","High"
"3025","Adult","Many Marriages","Medium","Low Poverty","Low"
"3026","Older Adult","Few Marriages","Low","Low Poverty","Medium"
"3027","Older Adult","Few Marriages","Low","Low Poverty","Medium"
"3028","Older Adult","Low Marriages","Low","Low Poverty","Medium"
"3029","Mature Adult","Median Marriages","Low","Low Poverty","Medium"
"3030","Older Adult","Few Marriages","Low","Low Poverty","Medium"
"3031","Mature Adult","Few Marriages","Low","Low Poverty","Medium"
"3032","Older Adult","Few Marriages","Low","Low Poverty","Medium"
"3033","Mature Adult","Median Marriages","Low","Low Poverty","Medium"
"3034","Mature Adult","Median Marriages","Low","Low Poverty","Low"
"3035","Mature Adult","Many Marriages","Medium","High Poverty","Medium"
"3036","Mature Adult","Median Marriages","Low","Low Poverty","Low"
"3037","Older Adult","Few Marriages","Low","Low Poverty","High"
"3038","Older Adult","Few Marriages","Low","High Poverty","Medium"
"3039","Older Adult","Few Marriages","Low","Low Poverty","High"
"3040","Mature Adult","Few Marriages","Low","Low Poverty","Medium"
"3041","Older Adult","Few Marriages","Low","Low Poverty","Medium"
"3042","Older Adult","Few Marriages","Low","Low Poverty","Medium"
"3043","Mature Adult","Low Marriages","Low","Low Poverty","Medium"
"3044","Mature Adult","Median Marriages","Low","Low Poverty","Medium"
"3045","Older Adult","Few Marriages","Low","Low Poverty","Medium"
"3046","Older Adult","Few Marriages","Low","Low Poverty","Medium"
"3047","Older Adult","No Marriages","Low","High Poverty","Medium"
"3048","Mature Adult","Many Marriages","Low","Low Poverty","Medium"
"3049","Older Adult","Low Marriages","Low","High Poverty","High"
"3050","Senior","Low Marriages","Low","Low Poverty","Medium"
"3051","Mature Adult","Few Marriages","Medium","Low Poverty","Medium"
"3052","Mature Adult","Median Marriages","Low","Low Poverty","Low"
"3053","Older Adult","Few Marriages","Medium","Low Poverty","Medium"
"3054","Mature Adult","Many Marriages","Medium","Low Poverty","Low"
"3055","Older Adult","Few Marriages","Low","Low Poverty","Low"
"3056","Older Adult","Few Marriages","Low","Low Poverty","Medium"
"3057","Mature Adult","Median Marriages","Low","Low Poverty","Low"
"3058","Mature Adult","Many Marriages","Low","Low Poverty","Low"
"3059","Mature Adult","Median Marriages","Low","Low Poverty","Low"
"3060","Mature Adult","Median Marriages","Low","Low Poverty","Low"
"3061","Older Adult","Few Marriages","Low","Low Poverty","Low"
"3062","Mature Adult","High Marriages","Medium","Low Poverty","Low"
"3063","Mature Adult","Many Marriages","Low","Low Poverty","Low"
"3064","Older Adult","Median Marriages","Low","Low Poverty","Low"
"3065","Mature Adult","Median Marriages","Low","Low Poverty","Low"
"3066","Mature Adult","Median Marriages","Low","Low Poverty","Low"
"3067","Mature Adult","Many Marriages","Medium","Low Poverty","Low"
"3068","Older Adult","No Marriages","Low","Low Poverty","Medium"
"3069","Mature Adult","Many Marriages","Low","Low Poverty","Low"
"3070","Older Adult","Few Marriages","High","Low Poverty","Medium"
"3071","Mature Adult","Median Marriages","Low","Low Poverty","Low"
"3072","Mature Adult","Median Marriages","Low","Low Poverty","Low"
"3073","Older Adult","Few Marriages","Low","Low Poverty","Low"
"3074","Mature Adult","Low Marriages","Low","Low Poverty","Low"
"3075","Senior","Few Marriages","Low","Low Poverty","Medium"
"3076","Mature Adult","Low Marriages","Medium","Low Poverty","Low"
"3077","Mature Adult","Many Marriages","Low","Low Poverty","Low"
"3078","Older Adult","Low Marriages","Medium","Low Poverty","Medium"
"3079","Mature Adult","Many Marriages","High","Low Poverty","Low"
"3080","Mature Adult","Low Marriages","Low","Low Poverty","Low"
"3081","Mature Adult","Many Marriages","Medium","Low Poverty","Low"
"3082","Mature Adult","Few Marriages","Low","Low Poverty","Low"
"3083","Older Adult","Low Marriages","Low","Low Poverty","Medium"
"3084","Older Adult","Median Marriages","Low","Low Poverty","Medium"
"3085","Older Adult","Many Marriages","Low","Low Poverty","Low"
"3086","Mature Adult","Many Marriages","Medium","Low Poverty","Low"
"3087","Older Adult","Median Marriages","Low","Low Poverty","Medium"
"3088","Older Adult","Few Marriages","Low","Low Poverty","Medium"
"3089","Adult","No Marriages","High","Low Poverty","Medium"
"3090","Mature Adult","High Marriages","High","Low Poverty","Low"
"3091","Mature Adult","Median Marriages","Low","Low Poverty","Low"
"3092","Older Adult","Median Marriages","Low","Low Poverty","Low"
"3093","Older Adult","Median Marriages","Low","Low Poverty","Low"
"3094","Mature Adult","Many Marriages","Medium","Low Poverty","Low"
"3095","Mature Adult","Many Marriages","Low","Low Poverty","Low"
"3096","Older Adult","Few Marriages","Low","Low Poverty","Low"
"3097","Mature Adult","Median Marriages","Low","Low Poverty","Low"
"3098","Older Adult","Median Marriages","Low","Low Poverty","Low"
"3099","Mature Adult","Many Marriages","Low","Low Poverty","Low"
"3100","Older Adult","Few Marriages","Low","Low Poverty","Medium"
"3101","Mature Adult","Many Marriages","High","Low Poverty","Low"
"3102","Older Adult","Few Marriages","Low","Low Poverty","Low"
"3103","Mature Adult","Many Marriages","Medium","Low Poverty","Low"
"3104","Older Adult","Few Marriages","Low","Low Poverty","Medium"
"3105","Mature Adult","Many Marriages","Low","Low Poverty","Low"
"3106","Mature Adult","Many Marriages","Low","Low Poverty","Low"
"3107","Older Adult","Few Marriages","High","Low Poverty","Medium"
"3108","Older Adult","Median Marriages","Medium","Low Poverty","Low"
"3109","Mature Adult","Many Marriages","Medium","Low Poverty","Low"
"3110","Mature Adult","Low Marriages","Low","Low Poverty","Low"
"3111","Mature Adult","Median Marriages","Low","Low Poverty","Low"
"3112","Mature Adult","Median Marriages","Low","Low Poverty","Low"
"3113","Senior","Low Marriages","Medium","Low Poverty","Medium"
"3114","Mature Adult","Many Marriages","Medium","Low Poverty","Low"
"3115","Older Adult","Few Marriages","Low","Low Poverty","Medium"
"3116","Mature Adult","Many Marriages","Low","Low Poverty","Low"
"3117","Mature Adult","High Marriages","Medium","Low Poverty","Low"
"3118","Older Adult","Median Marriages","Low","Low Poverty","Low"
"3119","Older Adult","Median Marriages","Low","Low Poverty","Medium"
"3120","Mature Adult","Many Marriages","Medium","Low Poverty","Low"
"3121","Mature Adult","Many Marriages","Low","Low Poverty","Low"
"3122","Adult","Median Marriages","Medium","High Poverty","Low"
"3123","Mature Adult","Few Marriages","Medium","Low Poverty","Medium"
"3124","Mature Adult","Median Marriages","Medium","Low Poverty","Low"
"3125","Mature Adult","Few Marriages","Medium","Low Poverty","Low"
"3126","Mature Adult","Few Marriages","Low","Low Poverty","Medium"
"3127","Mature Adult","Few Marriages","Low","Low Poverty","Low"
"3128","Mature Adult","Median Marriages","High","Low Poverty","Low"
"3129","Mature Adult","Few Marriages","Medium","Low Poverty","Medium"
"3130","Older Adult","No Marriages","Low","Low Poverty","Medium"
"3131","Older Adult","Few Marriages","Low","Low Poverty","Low"
"3132","Mature Adult","Many Marriages","Medium","Low Poverty","Low"
"3133","Mature Adult","Low Marriages","Low","Low Poverty","Low"
"3134","Mature Adult","Many Marriages","Low","Low Poverty","Medium"
"3135","Mature Adult","No Marriages","Low","Low Poverty","Medium"
"3136","Older Adult","Median Marriages","Low","Low Poverty","Low"
"3137","Older Adult","Few Marriages","Medium","Low Poverty","Medium"
"3138","Mature Adult","Median Marriages","Low","Low Poverty","Low"
"3139","Mature Adult","Few Marriages","Low","Low Poverty","Low"
"3140","Mature Adult","Median Marriages","Medium","Low Poverty","Medium"
"3141","Mature Adult","Median Marriages","Medium","Low Poverty","Low"
"3142","Mature Adult","Low Marriages","Low","Low Poverty","Medium"
"3143","Mature Adult","Few Marriages","Medium","Low Poverty","Low"
"3144","Mature Adult","Few Marriages","Medium","Low Poverty","Low"
"3145","Mature Adult","Low Marriages","Medium","High Poverty","Low"
"3146","Older Adult","Median Marriages","High","High Poverty","High"
"3147","Mature Adult","Median Marriages","High","High Poverty","Medium"
"3148","Mature Adult","Median Marriages","High","High Poverty","High"
"3149","Older Adult","Median Marriages","High","High Poverty","High"
"3150","Older Adult","Low Marriages","High","High Poverty","High"
"3151","Mature Adult","Many Marriages","High","High Poverty","Medium"
"3152","Mature Adult","Few Marriages","High","High Poverty","Medium"
"3153","Mature Adult","Low Marriages","High","High Poverty","Medium"
"3154","Mature Adult","Median Marriages","High","High Poverty","Medium"
"3155","Mature Adult","Many Marriages","High","High Poverty","Medium"
"3156","Older Adult","Median Marriages","High","High Poverty","Medium"
"3157","Mature Adult","Many Marriages","High","High Poverty","Medium"
"3158","Mature Adult","Median Marriages","Medium","High Poverty","Medium"
"3159","Mature Adult","Median Marriages","High","High Poverty","Medium"
"3160","Mature Adult","Many Marriages","High","High Poverty","Medium"
"3161","Mature Adult","Low Marriages","High","High Poverty","Medium"
"3162","Mature Adult","Median Marriages","High","High Poverty","High"
"3163","Older Adult","Few Marriages","High","High Poverty","Low"
"3164","Mature Adult","Few Marriages","High","High Poverty","Medium"
"3165","Mature Adult","Median Marriages","High","High Poverty","High"
"3166","Mature Adult","Median Marriages","High","High Poverty","High"
"3167","Mature Adult","Low Marriages","High","High Poverty","High"
"3168","Mature Adult","Median Marriages","High","High Poverty","Medium"
"3169","Mature Adult","No Marriages","High","High Poverty","Low"
"3170","Mature Adult","Median Marriages","High","High Poverty","Medium"
"3171","Mature Adult","Median Marriages","High","High Poverty","Medium"
"3172","Mature Adult","Few Marriages","High","High Poverty","Medium"
"3173","Older Adult","Few Marriages","High","High Poverty","High"
"3174","Mature Adult","Median Marriages","High","High Poverty","Medium"
"3175","Mature Adult","Few Marriages","High","High Poverty","Low"
"3176","Older Adult","Many Marriages","High","High Poverty","Medium"
"3177","Mature Adult","Median Marriages","High","High Poverty","Medium"
"3178","Mature Adult","Median Marriages","High","High Poverty","Medium"
"3179","Older Adult","Few Marriages","High","High Poverty","High"
"3180","Older Adult","Median Marriages","High","High Poverty","Low"
"3181","Mature Adult","Median Marriages","High","High Poverty","High"
"3182","Mature Adult","Few Marriages","High","High Poverty","Medium"
"3183","Mature Adult","Median Marriages","High","High Poverty","Medium"
